llm,agent_config,seed,run_id,quest_id,quest_name,quest_type,quest_category,difficulty,success,attempts,first_try_success,completion_time,total_tokens,sample_efficiency,avg_interactions_per_attempt,final_successful_attempt_interactions,adaptation_speed,rules_learned,rules_retracted,ntp_veto_rate,ilp_confidence,error_types,recovery_strategies,learning_opportunity,failure_modes_encountered
DeepSeek-VL-7B,AGEL-Comp-w/o-ILP,456,DeepSeek-VL-7B_AGEL-Comp-w/o-ILP_456,4,"Consume mushroom, then meat",learning,critical_learning,3,True,8,False,321.6,1092,135,16.9,18,,,,0.058198779,1.0,"['plan_execution_error', 'plan_execution_error', 'spatial_reasoning_error', 'state_confusion', 'plan_execution_error']","['reset_and_restart', 'reset_and_restart', 'use_fallback_strategy', 'manual_intervention', 'retry_with_modified_prompt']",harm_detection_and_avoidance,"['no_learning_from_damage', 'consumption_mistake', 'repeated_harm']"
DeepSeek-VL-7B,AGEL-Comp-w/o-ILP,456,DeepSeek-VL-7B_AGEL-Comp-w/o-ILP_456,5,Check the stats and consume pumpkin,conditional,ui_interaction,2,True,7,False,544.3,703,156,22.3,21,,,,0.05070762,1.0,"['spatial_reasoning_error', 'goal_misunderstanding', 'plan_execution_error', 'goal_misunderstanding', 'visual_occlusion']","['use_fallback_strategy', 'seek_alternative_path', 'reset_and_restart', 'request_clarification', 'request_clarification']",conditional_behavior,"['wrong_menu', 'interface_confusion', 'action_unavailable']"
DeepSeek-VL-7B,AGEL-Comp-w/o-ILP,456,DeepSeek-VL-7B_AGEL-Comp-w/o-ILP_456,6,Kill two goblins and one sheep,productivity,scaled_combat,3,True,9,False,711.2,1378,246,27.3,25,,,,0.096101072,1.0,"['spatial_reasoning_error', 'spatial_reasoning_error', 'goal_misunderstanding', 'state_confusion', 'spatial_reasoning_error']","['request_clarification', 'use_fallback_strategy', 'simplify_approach', 'backtrack_and_replan', 'use_fallback_strategy']",sequence_scaling,"['target_confusion', 'health_management', 'combat_fatigue']"
DeepSeek-VL-7B,AGEL-Comp-w/o-ILP,456,DeepSeek-VL-7B_AGEL-Comp-w/o-ILP_456,7,Find Purple Bob and interact with him,primitive,npc_interaction,4,True,11,False,483.4,1274,263,23.9,24,,,,0.013864028,1.0,"['plan_execution_error', 'object_recognition_failure', 'spatial_reasoning_error', 'memory_overflow', 'object_recognition_failure']","['backtrack_and_replan', 'simplify_approach', 'simplify_approach', 'manual_intervention', 'reset_and_restart']",social_interaction,"['dialogue_stuck', 'interaction_failed', 'npc_not_found']"
DeepSeek-VL-7B,AGEL-Comp-w/o-ILP,456,DeepSeek-VL-7B_AGEL-Comp-w/o-ILP_456,8,Find Brother Blue and report back to Purple Bob,systematicity,multi_npc_quest,4,False,16,False,1042.1,3182,384,24.0,0,,,,0.096101072,1.0,"['visual_occlusion', 'plan_execution_error', 'plan_execution_error', 'context_loss', 'context_loss']","['manual_intervention', 'seek_alternative_path', 'retry_with_modified_prompt', 'simplify_approach', 'reset_and_restart']",quest_chain_management,"['incomplete_reporting', 'npc_mix_up', 'quest_state_confusion']"
DeepSeek-VL-7B,AGEL-Comp-w/o-ILP,456,DeepSeek-VL-7B_AGEL-Comp-w/o-ILP_456,9,Kill one more goblin,systematicity,pattern_reuse,2,True,9,False,290.1,1005,122,13.6,12,,,,0.089509937,1.0,"['memory_overflow', 'memory_overflow', 'object_recognition_failure', 'object_recognition_failure', 'object_recognition_failure']","['backtrack_and_replan', 'reset_and_restart', 'manual_intervention', 'simplify_approach', 'retry_with_modified_prompt']",skill_transfer,"['pattern_degradation', 'skill_decay', 'overconfidence']"
DeepSeek-VL-7B,AGEL-Comp-w/o-ILP,456,DeepSeek-VL-7B_AGEL-Comp-w/o-ILP_456,10,"Kill goblin by standing top, convert to archer, and shoot",productivity,complex_sequence,5,False,16,False,1137.4,4052,382,23.9,0,,,,0.010742331,1.0,"['memory_overflow', 'sequence_error', 'state_confusion', 'memory_overflow', 'plan_execution_error']","['reset_and_restart', 'use_fallback_strategy', 'manual_intervention', 'simplify_approach', 'seek_alternative_path']",advanced_strategy,"['complexity_overload', 'state_management_failure', 'sequence_break']"
GPT-4o,MLLM-Agent-Baseline,42,GPT-4o_MLLM-Agent-Baseline_42,1,Find the bag of gold and grab it,primitive,navigation,1,True,3,False,45.4,346,22,7.3,7,,,,0.0,1.0,"['plan_execution_error', 'memory_overflow']","['manual_intervention', 'simplify_approach']",basic_interaction,"['wrong_direction', 'collision_stuck']"
GPT-4o,MLLM-Agent-Baseline,42,GPT-4o_MLLM-Agent-Baseline_42,2,Find the goblin and kill it,primitive,combat,2,True,7,False,301.3,1031,131,18.7,15,,,,0.0,1.0,"['memory_overflow', 'state_confusion', 'sequence_error', 'plan_execution_error', 'memory_overflow']","['manual_intervention', 'backtrack_and_replan', 'use_fallback_strategy', 'request_clarification', 'reset_and_restart']",combat_mechanics,"['enemy_detection_failure', 'combat_strategy_error', 'health_depletion']"
GPT-4o,MLLM-Agent-Baseline,42,GPT-4o_MLLM-Agent-Baseline_42,3,"Find and grab the mushroom, meat, and pumpkin",primitive,multi_collection,3,True,4,False,259.3,664,103,25.8,20,,,,0.0,1.0,"['state_confusion', 'state_confusion', 'sequence_error']","['seek_alternative_path', 'backtrack_and_replan', 'simplify_approach']",inventory_management,"['item_confusion', 'inventory_full', 'incomplete_collection']"
GPT-4o,MLLM-Agent-Baseline,42,GPT-4o_MLLM-Agent-Baseline_42,4,"Consume mushroom, then meat",learning,critical_learning,3,True,4,False,227.4,585,86,21.5,19,,,,0.0,1.0,"['goal_misunderstanding', 'sequence_error', 'plan_execution_error']","['use_fallback_strategy', 'manual_intervention', 'manual_intervention']",harm_detection_and_avoidance,"['no_learning_from_damage', 'consumption_mistake', 'repeated_harm']"
GPT-4o,MLLM-Agent-Baseline,42,GPT-4o_MLLM-Agent-Baseline_42,5,Check the stats and consume pumpkin,conditional,ui_interaction,2,True,5,False,159.3,703,83,16.6,14,,,,0.0,1.0,"['sequence_error', 'sequence_error', 'context_loss', 'goal_misunderstanding']","['retry_with_modified_prompt', 'retry_with_modified_prompt', 'retry_with_modified_prompt', 'backtrack_and_replan']",conditional_behavior,"['interface_confusion', 'wrong_menu', 'action_unavailable']"
GPT-4o,MLLM-Agent-Baseline,42,GPT-4o_MLLM-Agent-Baseline_42,6,Kill two goblins and one sheep,productivity,scaled_combat,3,True,8,False,320.1,1419,144,18.0,22,,,,0.0,1.0,"['context_loss', 'plan_execution_error', 'sequence_error', 'goal_misunderstanding', 'plan_execution_error']","['simplify_approach', 'manual_intervention', 'use_fallback_strategy', 'manual_intervention', 'manual_intervention']",sequence_scaling,"['health_management', 'target_confusion', 'combat_fatigue']"
GPT-4o,MLLM-Agent-Baseline,42,GPT-4o_MLLM-Agent-Baseline_42,7,Find Purple Bob and interact with him,primitive,npc_interaction,4,True,10,False,589.0,2485,271,27.1,21,,,,0.0,1.0,"['sequence_error', 'context_loss', 'memory_overflow', 'state_confusion', 'goal_misunderstanding']","['retry_with_modified_prompt', 'backtrack_and_replan', 'request_clarification', 'reset_and_restart', 'request_clarification']",social_interaction,"['interaction_failed', 'dialogue_stuck', 'npc_not_found']"
GPT-4o,MLLM-Agent-Baseline,42,GPT-4o_MLLM-Agent-Baseline_42,8,Find Brother Blue and report back to Purple Bob,systematicity,multi_npc_quest,4,True,12,False,645.9,1928,306,25.5,24,,,,0.0,1.0,"['sequence_error', 'plan_execution_error', 'plan_execution_error', 'context_loss', 'goal_misunderstanding']","['use_fallback_strategy', 'use_fallback_strategy', 'retry_with_modified_prompt', 'reset_and_restart', 'retry_with_modified_prompt']",quest_chain_management,"['quest_state_confusion', 'npc_mix_up', 'incomplete_reporting']"
GPT-4o,MLLM-Agent-Baseline,42,GPT-4o_MLLM-Agent-Baseline_42,9,Kill one more goblin,systematicity,pattern_reuse,2,True,1,True,50.3,142,17,17.0,16,,,,0.0,1.0,,,skill_transfer,
GPT-4o,MLLM-Agent-Baseline,42,GPT-4o_MLLM-Agent-Baseline_42,10,"Kill goblin by standing top, convert to archer, and shoot",productivity,complex_sequence,5,False,16,False,940.7,4079,379,23.7,0,,,,0.0,1.0,"['memory_overflow', 'plan_execution_error', 'goal_misunderstanding', 'goal_misunderstanding', 'state_confusion']","['reset_and_restart', 'manual_intervention', 'seek_alternative_path', 'manual_intervention', 'request_clarification']",advanced_strategy,"['complexity_overload', 'sequence_break', 'state_management_failure']"
GPT-4o,AGEL-Comp-Full-System,42,GPT-4o_AGEL-Comp-Full-System_42,1,Find the bag of gold and grab it,primitive,navigation,1,True,1,True,5.8,65,5,5.0,3,,8.0,1.0,0.011105163,0.914712001,,,basic_interaction,
GPT-4o,AGEL-Comp-Full-System,42,GPT-4o_AGEL-Comp-Full-System_42,2,Find the goblin and kill it,primitive,combat,2,True,1,True,39.3,318,24,8.0,4,1.3,14.0,1.0,0.017713,0.94623493,"['context_loss', 'plan_execution_error']","['simplify_approach', 'backtrack_and_replan']",combat_mechanics,"['health_depletion', 'enemy_detection_failure']"
GPT-4o,AGEL-Comp-Full-System,42,GPT-4o_AGEL-Comp-Full-System_42,3,"Find and grab the mushroom, meat, and pumpkin",primitive,multi_collection,3,True,1,True,28.5,123,15,15.0,10,,15.0,2.0,0.028441787,0.773478588,,,inventory_management,
GPT-4o,AGEL-Comp-Full-System,42,GPT-4o_AGEL-Comp-Full-System_42,4,"Consume mushroom, then meat",learning,critical_learning,3,True,1,True,21.6,126,13,13.0,10,,19.0,2.0,0.076116048,0.937552727,,,harm_detection_and_avoidance,
GPT-4o,AGEL-Comp-Full-System,42,GPT-4o_AGEL-Comp-Full-System_42,5,Check the stats and consume pumpkin,conditional,ui_interaction,2,True,1,True,8.9,127,8,8.0,5,,8.0,0.0,0.001982224,0.888349624,,,conditional_behavior,
GPT-4o,AGEL-Comp-Full-System,42,GPT-4o_AGEL-Comp-Full-System_42,6,Kill two goblins and one sheep,productivity,scaled_combat,3,True,1,True,21.4,102,16,16.0,8,,17.0,2.0,0.111322421,0.983258449,,,sequence_scaling,
GPT-4o,AGEL-Comp-Full-System,42,GPT-4o_AGEL-Comp-Full-System_42,7,Find Purple Bob and interact with him,primitive,npc_interaction,4,True,3,False,96.0,374,56,18.7,13,1.4,14.0,2.0,0.021160666,0.860115819,"['state_confusion', 'sequence_error']","['backtrack_and_replan', 'use_fallback_strategy']",social_interaction,"['dialogue_stuck', 'npc_not_found']"
GPT-4o,AGEL-Comp-Full-System,42,GPT-4o_AGEL-Comp-Full-System_42,8,Find Brother Blue and report back to Purple Bob,systematicity,multi_npc_quest,4,True,3,False,56.6,378,44,14.7,8,1.8,13.0,1.0,0.062493136,0.874565644,"['memory_overflow', 'sequence_error']","['simplify_approach', 'simplify_approach']",quest_chain_management,"['incomplete_reporting', 'npc_mix_up']"
GPT-4o,AGEL-Comp-Full-System,42,GPT-4o_AGEL-Comp-Full-System_42,9,Kill one more goblin,systematicity,pattern_reuse,2,True,1,True,9.2,100,6,6.0,3,,6.0,0.0,0.083585738,0.997907442,,,skill_transfer,
GPT-4o,AGEL-Comp-Full-System,42,GPT-4o_AGEL-Comp-Full-System_42,10,"Kill goblin by standing top, convert to archer, and shoot",productivity,complex_sequence,5,True,4,False,88.4,648,55,13.8,8,1.5,12.0,0.0,0.065813021,0.885617922,"['state_confusion', 'sequence_error', 'memory_overflow']","['request_clarification', 'use_fallback_strategy', 'reset_and_restart']",advanced_strategy,"['state_management_failure', 'sequence_break', 'complexity_overload']"
GPT-4o,AGEL-Comp-w/o-NTP,42,GPT-4o_AGEL-Comp-w/o-NTP_42,1,Find the bag of gold and grab it,primitive,navigation,1,True,1,True,15.5,191,10,5.0,3,,,,0.0,0.837090404,['plan_execution_error'],['use_fallback_strategy'],basic_interaction,['path_blocked']
GPT-4o,AGEL-Comp-w/o-NTP,42,GPT-4o_AGEL-Comp-w/o-NTP_42,2,Find the goblin and kill it,primitive,combat,2,True,6,False,82.1,734,46,7.7,4,,,,0.0,0.80681894,"['plan_execution_error', 'plan_execution_error', 'memory_overflow', 'sequence_error', 'goal_misunderstanding']","['backtrack_and_replan', 'seek_alternative_path', 'retry_with_modified_prompt', 'backtrack_and_replan', 'simplify_approach']",combat_mechanics,"['health_depletion', 'enemy_detection_failure', 'combat_strategy_error']"
GPT-4o,AGEL-Comp-w/o-NTP,42,GPT-4o_AGEL-Comp-w/o-NTP_42,3,"Find and grab the mushroom, meat, and pumpkin",primitive,multi_collection,3,True,3,False,66.6,473,72,24.0,16,,,,0.0,0.898684168,"['state_confusion', 'plan_execution_error']","['manual_intervention', 'simplify_approach']",inventory_management,"['item_confusion', 'inventory_full']"
GPT-4o,AGEL-Comp-w/o-NTP,42,GPT-4o_AGEL-Comp-w/o-NTP_42,4,"Consume mushroom, then meat",learning,critical_learning,3,True,2,False,30.5,210,20,10.0,5,,,,0.0,0.966998157,['goal_misunderstanding'],['backtrack_and_replan'],harm_detection_and_avoidance,['repeated_harm']
GPT-4o,AGEL-Comp-w/o-NTP,42,GPT-4o_AGEL-Comp-w/o-NTP_42,5,Check the stats and consume pumpkin,conditional,ui_interaction,2,True,2,False,39.8,233,23,11.5,6,,,,0.0,0.82042635,['plan_execution_error'],['request_clarification'],conditional_behavior,['action_unavailable']
GPT-4o,AGEL-Comp-w/o-NTP,42,GPT-4o_AGEL-Comp-w/o-NTP_42,6,Kill two goblins and one sheep,productivity,scaled_combat,3,True,5,False,92.2,812,63,12.6,11,,,,0.0,0.978826172,"['plan_execution_error', 'state_confusion', 'sequence_error', 'state_confusion']","['request_clarification', 'manual_intervention', 'seek_alternative_path', 'simplify_approach']",sequence_scaling,"['target_confusion', 'health_management', 'combat_fatigue']"
GPT-4o,AGEL-Comp-w/o-NTP,42,GPT-4o_AGEL-Comp-w/o-NTP_42,7,Find Purple Bob and interact with him,primitive,npc_interaction,4,True,6,False,327.1,1014,146,24.3,18,,,,0.0,0.951509881,"['memory_overflow', 'goal_misunderstanding', 'goal_misunderstanding', 'context_loss', 'context_loss']","['simplify_approach', 'request_clarification', 'manual_intervention', 'use_fallback_strategy', 'simplify_approach']",social_interaction,"['npc_not_found', 'interaction_failed', 'dialogue_stuck']"
GPT-4o,AGEL-Comp-w/o-NTP,42,GPT-4o_AGEL-Comp-w/o-NTP_42,8,Find Brother Blue and report back to Purple Bob,systematicity,multi_npc_quest,4,True,7,False,196.5,1086,139,19.9,14,,,,0.0,0.928770581,"['plan_execution_error', 'memory_overflow', 'state_confusion', 'plan_execution_error', 'sequence_error']","['manual_intervention', 'simplify_approach', 'manual_intervention', 'backtrack_and_replan', 'use_fallback_strategy']",quest_chain_management,"['quest_state_confusion', 'incomplete_reporting', 'npc_mix_up']"
GPT-4o,AGEL-Comp-w/o-NTP,42,GPT-4o_AGEL-Comp-w/o-NTP_42,9,Kill one more goblin,systematicity,pattern_reuse,2,True,1,True,11.8,104,7,7.0,4,,,,0.0,0.961743663,,,skill_transfer,
GPT-4o,AGEL-Comp-w/o-NTP,42,GPT-4o_AGEL-Comp-w/o-NTP_42,10,"Kill goblin by standing top, convert to archer, and shoot",productivity,complex_sequence,5,True,7,False,256.9,1336,140,20.0,13,,,,0.0,0.958665298,"['goal_misunderstanding', 'sequence_error', 'state_confusion', 'state_confusion', 'sequence_error']","['request_clarification', 'manual_intervention', 'simplify_approach', 'reset_and_restart', 'request_clarification']",advanced_strategy,"['sequence_break', 'complexity_overload', 'state_management_failure']"
GPT-4o,AGEL-Comp-w/o-ILP,42,GPT-4o_AGEL-Comp-w/o-ILP_42,1,Find the bag of gold and grab it,primitive,navigation,1,True,1,True,47.3,297,18,6.0,5,,,,0.011105163,1.0,"['state_confusion', 'sequence_error']","['manual_intervention', 'simplify_approach']",basic_interaction,"['collision_stuck', 'path_blocked']"
GPT-4o,AGEL-Comp-w/o-ILP,42,GPT-4o_AGEL-Comp-w/o-ILP_42,2,Find the goblin and kill it,primitive,combat,2,True,6,False,137.3,756,81,13.5,9,,,,0.017713,1.0,"['state_confusion', 'context_loss', 'memory_overflow', 'state_confusion', 'state_confusion']","['retry_with_modified_prompt', 'reset_and_restart', 'request_clarification', 'simplify_approach', 'retry_with_modified_prompt']",combat_mechanics,"['health_depletion', 'combat_strategy_error', 'enemy_detection_failure']"
GPT-4o,AGEL-Comp-w/o-ILP,42,GPT-4o_AGEL-Comp-w/o-ILP_42,3,"Find and grab the mushroom, meat, and pumpkin",primitive,multi_collection,3,True,3,False,149.7,477,59,19.7,19,,,,0.041967893,1.0,"['sequence_error', 'state_confusion']","['request_clarification', 'use_fallback_strategy']",inventory_management,"['incomplete_collection', 'item_confusion']"
GPT-4o,AGEL-Comp-w/o-ILP,42,GPT-4o_AGEL-Comp-w/o-ILP_42,4,"Consume mushroom, then meat",learning,critical_learning,3,True,4,False,153.6,709,71,17.8,17,,,,0.002744975,1.0,"['state_confusion', 'context_loss', 'plan_execution_error']","['retry_with_modified_prompt', 'reset_and_restart', 'simplify_approach']",harm_detection_and_avoidance,"['repeated_harm', 'consumption_mistake', 'no_learning_from_damage']"
GPT-4o,AGEL-Comp-w/o-ILP,42,GPT-4o_AGEL-Comp-w/o-ILP_42,5,Check the stats and consume pumpkin,conditional,ui_interaction,2,True,2,False,47.9,329,26,13.0,14,,,,0.001982224,1.0,['memory_overflow'],['seek_alternative_path'],conditional_behavior,['action_unavailable']
GPT-4o,AGEL-Comp-w/o-ILP,42,GPT-4o_AGEL-Comp-w/o-ILP_42,6,Kill two goblins and one sheep,productivity,scaled_combat,3,True,6,False,304.9,1118,132,22.0,20,,,,0.111322421,1.0,"['goal_misunderstanding', 'context_loss', 'state_confusion', 'state_confusion', 'state_confusion']","['backtrack_and_replan', 'seek_alternative_path', 'request_clarification', 'backtrack_and_replan', 'seek_alternative_path']",sequence_scaling,"['combat_fatigue', 'health_management', 'target_confusion']"
GPT-4o,AGEL-Comp-w/o-ILP,42,GPT-4o_AGEL-Comp-w/o-ILP_42,7,Find Purple Bob and interact with him,primitive,npc_interaction,4,True,9,False,571.7,1548,257,28.6,20,,,,0.021160666,1.0,"['plan_execution_error', 'plan_execution_error', 'context_loss', 'plan_execution_error', 'goal_misunderstanding']","['backtrack_and_replan', 'reset_and_restart', 'request_clarification', 'use_fallback_strategy', 'use_fallback_strategy']",social_interaction,"['interaction_failed', 'npc_not_found', 'dialogue_stuck']"
GPT-4o,AGEL-Comp-w/o-ILP,42,GPT-4o_AGEL-Comp-w/o-ILP_42,8,Find Brother Blue and report back to Purple Bob,systematicity,multi_npc_quest,4,True,11,False,497.3,1741,253,23.0,23,,,,0.048981934,1.0,"['memory_overflow', 'goal_misunderstanding', 'context_loss', 'plan_execution_error', 'memory_overflow']","['reset_and_restart', 'simplify_approach', 'request_clarification', 'manual_intervention', 'reset_and_restart']",quest_chain_management,"['quest_state_confusion', 'incomplete_reporting', 'npc_mix_up']"
GPT-4o,AGEL-Comp-w/o-ILP,42,GPT-4o_AGEL-Comp-w/o-ILP_42,9,Kill one more goblin,systematicity,pattern_reuse,2,True,6,False,209.5,730,96,16.0,11,,,,0.012898072,1.0,"['sequence_error', 'state_confusion', 'goal_misunderstanding', 'goal_misunderstanding', 'goal_misunderstanding']","['use_fallback_strategy', 'backtrack_and_replan', 'retry_with_modified_prompt', 'simplify_approach', 'request_clarification']",skill_transfer,"['overconfidence', 'skill_decay', 'pattern_degradation']"
GPT-4o,AGEL-Comp-w/o-ILP,42,GPT-4o_AGEL-Comp-w/o-ILP_42,10,"Kill goblin by standing top, convert to archer, and shoot",productivity,complex_sequence,5,False,16,False,905.6,3591,445,27.8,0,,,,0.065813021,1.0,"['sequence_error', 'goal_misunderstanding', 'sequence_error', 'memory_overflow', 'goal_misunderstanding']","['retry_with_modified_prompt', 'seek_alternative_path', 'use_fallback_strategy', 'request_clarification', 'use_fallback_strategy']",advanced_strategy,"['sequence_break', 'state_management_failure', 'complexity_overload']"
GPT-4o,MLLM-Agent-Baseline,123,GPT-4o_MLLM-Agent-Baseline_123,1,Find the bag of gold and grab it,primitive,navigation,1,True,1,True,19.0,109,8,8.0,8,,,,0.0,1.0,,,basic_interaction,
GPT-4o,MLLM-Agent-Baseline,123,GPT-4o_MLLM-Agent-Baseline_123,2,Find the goblin and kill it,primitive,combat,2,True,5,False,177.5,701,69,13.8,15,,,,0.0,1.0,"['sequence_error', 'sequence_error', 'sequence_error', 'context_loss']","['backtrack_and_replan', 'reset_and_restart', 'manual_intervention', 'manual_intervention']",combat_mechanics,"['health_depletion', 'enemy_detection_failure', 'combat_strategy_error']"
GPT-4o,MLLM-Agent-Baseline,123,GPT-4o_MLLM-Agent-Baseline_123,3,"Find and grab the mushroom, meat, and pumpkin",primitive,multi_collection,3,True,4,False,295.5,691,102,25.5,25,,,,0.0,1.0,"['context_loss', 'context_loss', 'state_confusion']","['use_fallback_strategy', 'backtrack_and_replan', 'simplify_approach']",inventory_management,"['inventory_full', 'item_confusion', 'incomplete_collection']"
GPT-4o,MLLM-Agent-Baseline,123,GPT-4o_MLLM-Agent-Baseline_123,4,"Consume mushroom, then meat",learning,critical_learning,3,True,5,False,154.3,762,81,16.2,12,,,,0.0,1.0,"['memory_overflow', 'memory_overflow', 'memory_overflow', 'context_loss']","['simplify_approach', 'reset_and_restart', 'use_fallback_strategy', 'backtrack_and_replan']",harm_detection_and_avoidance,"['no_learning_from_damage', 'consumption_mistake', 'repeated_harm']"
GPT-4o,MLLM-Agent-Baseline,123,GPT-4o_MLLM-Agent-Baseline_123,5,Check the stats and consume pumpkin,conditional,ui_interaction,2,True,4,False,145.2,479,47,11.8,13,,,,0.0,1.0,"['sequence_error', 'memory_overflow', 'plan_execution_error']","['simplify_approach', 'backtrack_and_replan', 'reset_and_restart']",conditional_behavior,"['action_unavailable', 'interface_confusion', 'wrong_menu']"
GPT-4o,MLLM-Agent-Baseline,123,GPT-4o_MLLM-Agent-Baseline_123,6,Kill two goblins and one sheep,productivity,scaled_combat,3,True,6,False,228.4,909,138,23.0,24,,,,0.0,1.0,"['state_confusion', 'plan_execution_error', 'context_loss', 'goal_misunderstanding', 'goal_misunderstanding']","['retry_with_modified_prompt', 'backtrack_and_replan', 'simplify_approach', 'simplify_approach', 'backtrack_and_replan']",sequence_scaling,"['target_confusion', 'health_management', 'combat_fatigue']"
GPT-4o,MLLM-Agent-Baseline,123,GPT-4o_MLLM-Agent-Baseline_123,7,Find Purple Bob and interact with him,primitive,npc_interaction,4,True,9,False,603.7,1641,264,29.3,22,,,,0.0,1.0,"['context_loss', 'goal_misunderstanding', 'sequence_error', 'state_confusion', 'sequence_error']","['manual_intervention', 'request_clarification', 'reset_and_restart', 'seek_alternative_path', 'backtrack_and_replan']",social_interaction,"['npc_not_found', 'dialogue_stuck', 'interaction_failed']"
GPT-4o,MLLM-Agent-Baseline,123,GPT-4o_MLLM-Agent-Baseline_123,8,Find Brother Blue and report back to Purple Bob,systematicity,multi_npc_quest,4,True,11,False,636.6,1690,250,22.7,25,,,,0.0,1.0,"['state_confusion', 'state_confusion', 'context_loss', 'context_loss', 'goal_misunderstanding']","['use_fallback_strategy', 'manual_intervention', 'manual_intervention', 'simplify_approach', 'use_fallback_strategy']",quest_chain_management,"['quest_state_confusion', 'incomplete_reporting', 'npc_mix_up']"
GPT-4o,MLLM-Agent-Baseline,123,GPT-4o_MLLM-Agent-Baseline_123,9,Kill one more goblin,systematicity,pattern_reuse,2,True,2,False,53.6,240,22,11.0,12,,,,0.0,1.0,['goal_misunderstanding'],['seek_alternative_path'],skill_transfer,['overconfidence']
GPT-4o,MLLM-Agent-Baseline,123,GPT-4o_MLLM-Agent-Baseline_123,10,"Kill goblin by standing top, convert to archer, and shoot",productivity,complex_sequence,5,False,16,False,721.3,4927,340,21.2,0,,,,0.0,1.0,"['goal_misunderstanding', 'goal_misunderstanding', 'state_confusion', 'plan_execution_error', 'goal_misunderstanding']","['seek_alternative_path', 'manual_intervention', 'reset_and_restart', 'retry_with_modified_prompt', 'backtrack_and_replan']",advanced_strategy,"['sequence_break', 'state_management_failure', 'complexity_overload']"
GPT-4o,AGEL-Comp-Full-System,123,GPT-4o_AGEL-Comp-Full-System_123,1,Find the bag of gold and grab it,primitive,navigation,1,True,1,True,8.4,74,6,6.0,3,,9.0,1.0,0.012371083,0.940128833,,,basic_interaction,
GPT-4o,AGEL-Comp-Full-System,123,GPT-4o_AGEL-Comp-Full-System_123,2,Find the goblin and kill it,primitive,combat,2,True,1,True,41.3,245,31,10.3,6,1.4,20.0,1.0,0.010555632,0.940873157,"['state_confusion', 'state_confusion']","['backtrack_and_replan', 'seek_alternative_path']",combat_mechanics,"['combat_strategy_error', 'enemy_detection_failure']"
GPT-4o,AGEL-Comp-Full-System,123,GPT-4o_AGEL-Comp-Full-System_123,3,"Find and grab the mushroom, meat, and pumpkin",primitive,multi_collection,3,True,1,True,22.3,105,17,17.0,11,,12.0,1.0,0.005566402,0.914810498,,,inventory_management,
GPT-4o,AGEL-Comp-Full-System,123,GPT-4o_AGEL-Comp-Full-System_123,4,"Consume mushroom, then meat",learning,critical_learning,3,True,1,True,9.7,135,6,6.0,4,,21.0,2.0,0.024424929,0.948997926,,,harm_detection_and_avoidance,
GPT-4o,AGEL-Comp-Full-System,123,GPT-4o_AGEL-Comp-Full-System_123,5,Check the stats and consume pumpkin,conditional,ui_interaction,2,True,1,True,12.1,85,8,8.0,5,,7.0,1.0,0.026520598,0.959201624,,,conditional_behavior,
GPT-4o,AGEL-Comp-Full-System,123,GPT-4o_AGEL-Comp-Full-System_123,6,Kill two goblins and one sheep,productivity,scaled_combat,3,True,1,True,20.6,146,16,16.0,8,,17.0,2.0,0.038405068,0.941138592,,,sequence_scaling,
GPT-4o,AGEL-Comp-Full-System,123,GPT-4o_AGEL-Comp-Full-System_123,7,Find Purple Bob and interact with him,primitive,npc_interaction,4,True,3,False,50.7,449,31,10.3,6,1.2,12.0,1.0,0.027031253,0.99534202,"['state_confusion', 'goal_misunderstanding']","['manual_intervention', 'manual_intervention']",social_interaction,"['interaction_failed', 'dialogue_stuck']"
GPT-4o,AGEL-Comp-Full-System,123,GPT-4o_AGEL-Comp-Full-System_123,8,Find Brother Blue and report back to Purple Bob,systematicity,multi_npc_quest,4,True,3,False,66.3,444,44,14.7,13,1.4,20.0,1.0,0.040092896,0.951519581,"['memory_overflow', 'sequence_error']","['retry_with_modified_prompt', 'use_fallback_strategy']",quest_chain_management,"['quest_state_confusion', 'npc_mix_up']"
GPT-4o,AGEL-Comp-Full-System,123,GPT-4o_AGEL-Comp-Full-System_123,9,Kill one more goblin,systematicity,pattern_reuse,2,True,1,True,8.1,110,5,5.0,3,,6.0,0.0,0.05713531,0.846287978,,,skill_transfer,
GPT-4o,AGEL-Comp-Full-System,123,GPT-4o_AGEL-Comp-Full-System_123,10,"Kill goblin by standing top, convert to archer, and shoot",productivity,complex_sequence,5,True,4,False,89.8,688,57,14.2,11,1.8,12.0,1.0,0.013951152,0.896824954,"['goal_misunderstanding', 'goal_misunderstanding', 'goal_misunderstanding']","['use_fallback_strategy', 'manual_intervention', 'seek_alternative_path']",advanced_strategy,"['state_management_failure', 'complexity_overload', 'sequence_break']"
GPT-4o,AGEL-Comp-w/o-NTP,123,GPT-4o_AGEL-Comp-w/o-NTP_123,1,Find the bag of gold and grab it,primitive,navigation,1,True,1,True,7.9,98,5,5.0,3,,,,0.0,0.842631239,,,basic_interaction,
GPT-4o,AGEL-Comp-w/o-NTP,123,GPT-4o_AGEL-Comp-w/o-NTP_123,2,Find the goblin and kill it,primitive,combat,2,True,4,False,77.5,534,47,11.8,8,,,,0.0,0.91518361,"['context_loss', 'context_loss', 'memory_overflow']","['use_fallback_strategy', 'manual_intervention', 'manual_intervention']",combat_mechanics,"['health_depletion', 'combat_strategy_error', 'enemy_detection_failure']"
